"id","start","end","orig_string","parent_id","text_id","status","user_added_id","annotation_project_id","content_type_id","object_id"
2116,608,625,,,42338,,14,3,41,99264
2117,18,33,,,42618,,14,3,41,99265
2118,47,54,,,42618,,14,3,40,99266
2119,56,65,,,42618,,14,3,40,99267
2120,84,91,,,42618,,14,3,40,99268
2121,162,168,,,42618,,14,3,40,99269
2122,170,179,,,42618,,14,3,40,99271
2123,181,189,,,42618,,14,3,40,99272
2125,332,357,,,42618,,14,3,39,99274
2126,79,108,,,42570,,14,3,41,99275
2127,62,87,,,41046,,14,3,41,99276
2128,111,121,,,41046,,14,3,39,99277
2129,144,151,,,41046,,14,3,40,99278
2130,193,200,,,41046,,14,3,40,99281
2131,238,248,,,41046,,14,3,39,99282
2132,38,61,,,42564,,14,3,41,99283
2133,78,103,,,42564,,14,3,41,99284
2134,108,120,,,42564,,14,3,39,99285
2135,124,129,,,42564,,14,3,39,99286
2136,143,149,,,42564,,14,3,39,99287
2137,151,163,,,42564,,14,3,39,99288
2138,168,180,,,42564,,14,3,39,99289
2139,190,194,,,42564,,14,3,40,99290
2140,216,220,,,42564,,14,3,40,99291
2141,285,293,,,42564,,14,3,41,99295
2142,344,348,,,42564,,14,3,40,99296
2143,454,471,,,42564,,14,3,41,99298
2144,569,605,,,42564,,14,3,41,99300
2145,637,662,,,42564,,14,3,41,99301
2146,695,718,,,42564,,14,3,41,99302
2147,1060,1067,,,42564,,14,3,40,99303
2148,1079,1087,,,42564,,14,3,40,99304
2149,1091,1095,,,42564,,14,3,40,99305
2150,1107,1117,,,42564,,14,3,40,99306
2151,1129,1145,,,42564,,14,3,40,99307
2152,1535,1552,,,42564,,14,3,39,99308
2153,13,38,,,42502,,14,3,41,99309
2154,45,55,,,42502,,14,3,39,99310
2155,139,144,,,42502,,14,3,40,99311
2156,185,211,,,42502,,14,3,41,99312
2157,65,70,,,42502,,14,3,40,99313
2158,16,41,,,42714,,14,3,41,99314
2159,63,70,,,42714,,14,3,39,99315
2160,120,135,,,42714,,14,3,39,99316
2161,266,274,,,42714,,14,3,39,99317
2162,406,417,,,42714,,14,3,39,99318
2163,438,455,,,42714,,14,3,41,99323
2164,354,368,,,42714,,14,3,41,99325
2167,49,60,,,33784,,14,1,39,99328
2168,84,93,,,33784,,14,1,39,99329
2169,394,402,,,33784,,14,1,39,99332
2170,428,449,,,33784,,14,1,39,99333
2171,455,460,,,33784,,14,1,40,99334
2172,474,486,,,33784,,14,1,39,99341
2173,685,688,,,33784,,14,1,40,99342
2174,919,935,,,33784,,14,1,41,99343
2175,1007,1031,,,33784,,14,1,41,99344
2176,1068,1087,,,33784,,14,1,41,99347
2177,285,313,,,33784,,14,1,41,99350
2178,322,334,,,33784,,14,1,39,99366
2179,357,387,,,33784,,14,1,41,99367
2180,504,516,,,33784,,14,1,39,99389
2181,536,541,,,33784,,14,1,,
2182,54,79,,,43016,,14,3,41,99391
2183,84,96,,,43016,,14,3,39,99392
2184,100,109,,,43016,,14,3,39,99393
2185,122,129,,,43016,,14,3,40,99394
2186,142,147,,,43016,,14,3,40,99395
2187,21,31,,,43016,,14,3,39,99396
2188,42,67,,,42998,,14,3,41,99397
2189,209,223,,,42998,,14,3,41,99398
2190,27,52,,,38012,,14,3,41,99399
2191,67,77,,,38012,,14,3,39,99400
2192,108,120,,,38012,,14,3,40,99401
2193,124,135,,,38012,,14,3,40,99402
2194,240,255,,,38012,,14,3,39,99403
2195,155,179,,,38012,,14,3,41,99406
2196,490,506,,,38012,,14,3,41,99407
2197,35,51,,,29864,,14,3,39,99408
2198,105,121,,,29864,,14,3,41,99409
2199,146,188,,,29864,,14,3,41,99410
2200,290,307,,,29864,,14,3,39,99411
2201,348,366,,,29864,,14,3,39,99412
2202,412,420,,,29864,,14,3,40,99413
2203,424,439,,,29864,,14,3,40,99414
2204,517,533,,,29864,,14,3,39,99432
2205,560,569,,,29864,,14,3,39,99433
2206,1102,1126,,,29864,,14,3,39,99434
2207,1142,1197,,,29864,,14,3,41,99438
2208,2074,2132,,,29864,,14,3,41,99439
2209,17,42,,,41870,,14,3,41,99440
2210,60,72,,,41870,,14,3,39,99441
2211,113,121,,,41870,,14,3,40,99442
2212,137,148,,,41870,,14,3,40,99443
2213,152,157,,,41870,,14,3,40,99444
2214,179,183,,,41870,,14,3,40,99445
2215,304,329,,,41870,,14,3,41,99446
2216,347,379,,,41870,,14,3,41,99449
2217,209,227,,,41624,,14,3,39,99451
2218,319,348,,,41624,,14,3,39,99453
2219,366,402,,,41624,,14,3,41,99454
2220,410,423,,,41624,,14,3,39,99455
2221,526,574,,,41624,,14,3,39,99456
2222,590,593,,,41624,,14,3,40,99457
2223,665,681,,,41624,,14,3,39,99460
2224,714,739,,,41624,,14,3,39,99461
2225,909,914,,,41624,,14,3,40,99462
2226,988,1052,,,41624,,14,3,41,99465
2227,1333,1336,,,41624,,14,3,41,99466
2228,1673,1685,,,41624,,14,3,39,99467
2229,2394,2412,,,41624,,14,3,39,99469
2230,2377,2389,,,41624,,14,3,39,99470
2231,2950,2953,,,41624,,14,3,41,99471
2232,2975,2999,,,41624,,14,3,41,99472
2233,3076,3095,,,41624,,14,3,41,99473
2234,3120,3123,,,41624,,14,3,41,99474
2235,857,866,,,41624,,14,3,41,99478
2236,10,19,,,46408,,14,4,40,99501
2237,19,50,,,27952,,14,3,41,99502
2238,64,73,,,27952,,14,3,39,99503
2239,550,573,,,27952,,14,3,41,99504
2240,47,53,,,41492,,14,3,39,99505
2241,180,185,,,41492,,14,3,39,99513
2242,111,136,,,41492,,14,3,41,99514
2243,312,325,,,41492,,14,3,40,99516
2244,332,339,,,41492,,14,3,40,99517
2245,341,349,,,41492,,14,3,40,99518
2246,360,372,,,41492,,14,3,40,99519
2247,864,872,,,41492,,14,3,39,99521
2248,66,91,,,41500,,14,3,41,99525
2249,118,129,,,41500,,14,3,41,99527
2250,154,185,,,41500,,14,3,41,99531
2251,278,298,,,41500,,14,3,39,99532
2252,66,75,,,41504,,14,3,39,99533
2253,83,108,,,41504,,14,3,41,99534
2254,117,122,,,41504,,14,3,39,99535
2255,136,144,,,41504,,14,3,40,99536
2256,32,53,,,41554,,14,3,39,99537
2257,369,405,,,41554,,14,3,41,99538
2258,566,579,,,41554,,14,3,39,99539
2259,440,460,,,41554,,14,3,39,99540
2260,466,485,,,41554,,14,3,39,99541
2261,516,529,,,41554,,14,3,39,99542
2262,643,667,,,41554,,14,3,39,99543
2263,1267,1308,,,41554,,14,3,39,99545
2264,2135,2160,,,41554,,14,3,39,99546
2265,2522,2559,,,41554,,14,3,41,99547
2266,3199,3257,,,41554,,14,3,41,99548
2267,1010,1024,,,41554,,14,3,39,99551
2268,1092,1105,,,41554,,14,3,39,99552
2269,318,354,,,41556,,14,5,,
2270,745,774,,,41556,,14,5,,
2271,1326,1342,,,41556,,14,5,,
2272,1364,1380,,,41556,,14,5,,
2273,1571,1591,,,41556,,14,5,,
2274,1599,1606,,,41556,,14,5,40,99560
2275,1779,1794,,,41556,,14,5,,
2276,2456,2492,,,41556,,14,5,,
2277,2532,2590,,,41556,,14,5,,
2278,24,42,,,13461,,14,3,41,99566
2279,74,93,,,13461,,14,3,39,99567
2280,259,267,,,13461,,14,3,40,99568
2281,347,376,,,13461,,14,3,41,99569
2283,388,400,,,13461,,14,3,39,99576
2284,414,419,,,13461,,14,3,40,99577
2285,449,461,,,13461,,14,3,39,99578
2286,671,680,,,13461,,14,3,40,99579
2287,1021,1056,,,13461,,14,3,41,99582
2288,1070,1128,,,13461,,14,3,41,99583
2289,1142,1152,,,13461,,14,3,41,99586
2290,1176,1198,,,13461,,14,3,41,99588
2291,9,14,,,45146,,14,3,40,99589
2292,18,25,,,45146,,14,3,40,99590
2294,81,95,,,24000,,16,1,40,99593
2295,222,238,,,24000,,16,1,,
2296,360,363,,,24000,,16,1,40,99595
2297,493,507,,,24000,,16,1,40,99596
2298,809,818,,,24000,,16,1,40,99599
2299,823,831,,,24000,,16,1,40,99600
2300,1660,1662,,,24000,,16,1,40,99601
2301,1675,1685,,,24000,,16,1,40,99604
2302,443,449,,,24000,,16,1,40,99605
2303,100,104,,,19994,,16,1,40,99606
2304,221,228,,,19994,,16,1,40,99607
2305,708,712,,,19994,,16,1,40,99608
2306,1046,1051,,,19994,,16,1,40,99609
2307,929,934,,,19994,,16,1,40,99610
2308,1416,1423,,,19994,,16,1,40,99611
2309,125,139,,,17121,,16,1,40,99612
2310,171,175,,,17121,,16,1,,
2311,181,185,,,17121,,16,1,40,99614
2312,218,227,,,17121,,16,1,40,99615
2313,260,264,,,17121,,16,1,,
2314,384,398,,,17121,,16,1,,
2315,563,584,,,17121,,16,1,40,99618
2316,721,725,,,17121,,16,1,,
2317,245,248,,,12941,,16,1,40,99620
2318,396,399,,,12941,,16,1,40,99621
2319,476,483,,,12941,,16,1,40,99622
2320,493,500,,,12941,,16,1,40,99623
2321,505,511,,,12941,,16,1,40,99624
2322,545,552,,,12941,,16,1,40,99625
2323,597,604,,,12941,,16,1,40,99626
2324,609,613,,,12941,,16,1,40,99627
2325,800,807,,,12941,,16,1,40,99628
2326,239,264,,,12947,,16,3,40,99629
2327,369,374,,,12947,,16,3,40,99630
2328,577,584,,,12947,,16,3,40,99631
2329,667,670,,,12947,,16,3,40,99632
2330,724,730,,,12947,,16,3,40,99633
2331,956,971,,,12947,,16,3,40,99634
2332,973,977,,,12947,,16,3,40,99638
2333,979,989,,,12947,,16,3,40,99642
2334,998,1004,,,12947,,16,3,40,99645
2335,1011,1017,,,12947,,16,3,40,99648
2336,1272,1278,,,12947,,16,3,40,99649
2337,1364,1368,,,12947,,16,3,40,99650
2338,1570,1578,,,12947,,16,3,40,99653
2339,164,179,,,12635,,16,1,40,99654
2340,261,267,,,12635,,16,1,40,99655
2341,306,315,,,12635,,16,1,40,99656
2342,429,437,,,12635,,16,1,40,99657
2343,439,445,,,12635,,16,1,40,99658
2344,447,452,,,12635,,16,1,40,99659
2345,454,461,,,12635,,16,1,40,99660
2346,463,467,,,12635,,16,1,40,99661
2347,477,485,,,12635,,16,1,40,99662
2348,504,507,,,12635,,16,1,,
2349,604,608,,,12635,,16,1,40,99664
2350,638,642,,,12635,,16,1,,
2351,737,742,,,12635,,16,1,40,99666
2352,916,936,,,12635,,16,1,40,99667
2353,997,1006,,,12635,,16,1,40,99668
2354,353,359,,,12171,,16,1,40,99669
2355,426,442,,,12171,,16,1,40,99670
2356,621,625,,,12171,,16,1,40,99671
2357,800,804,,,12171,,16,1,,
2358,959,968,,,12171,,16,1,40,99673
2359,1098,1106,,,12171,,16,1,40,99674
2360,1108,1115,,,12171,,16,1,40,99675
2361,1117,1129,,,12171,,16,1,40,99676
2362,1131,1141,,,12171,,16,1,40,99677
2363,1143,1152,,,12171,,16,1,40,99678
2364,1157,1166,,,12171,,16,1,40,99679
2365,1247,1255,,,12171,,16,1,40,99680
2366,1292,1296,,,12171,,16,1,40,99681
2367,1477,1481,,,12171,,16,1,,
2368,1759,1765,,,12171,,16,1,40,99683
2369,2012,2020,,,12171,,16,1,40,99684
2370,2088,2091,,,12171,,16,1,,
2371,2223,2231,,,12171,,16,1,40,99686
2372,2254,2260,,,12171,,16,1,40,99687
2373,2265,2271,,,12171,,16,1,40,99688
2374,339,355,,,12233,,16,1,,
2375,490,497,,,12233,,16,1,40,99690
2376,574,583,,,12233,,16,1,40,99691
2377,613,617,,,12233,,16,1,40,99692
2378,756,763,,,12233,,16,1,40,99693
2379,821,828,,,12233,,16,1,40,99694
2380,843,847,,,12233,,16,1,40,99695
2381,1000,1005,,,12233,,16,1,40,99696
2382,1063,1071,,,12233,,16,1,40,99697
2383,3645,3652,,,12233,,16,1,40,99698
2384,3654,3659,,,12233,,16,1,40,99699
2385,3664,3672,,,12233,,16,1,40,99700
2386,1532,1539,,,12233,,16,1,40,99701
2387,1609,1615,,,12233,,16,1,40,99702
2411,111,148,,,36876,,14,3,41,99730
2413,186,191,,,36876,,14,3,41,99732
2414,196,204,,,36876,,14,3,39,99738
2415,206,216,,,36876,,14,3,39,99742
2416,221,234,,,36876,,14,3,39,99746
2417,251,259,,,36876,,14,3,40,99747
2418,263,270,,,36876,,14,3,39,99748
2419,285,295,,,36876,,14,3,40,99749
2420,299,308,,,36876,,14,3,39,99753
2421,469,499,,,36876,,14,3,41,99754
2422,451,455,,,36876,,14,3,40,99755
2423,360,394,,,36876,,14,3,41,99756
2424,396,404,,,36876,,14,3,39,99757
2425,406,420,,,36876,,14,3,39,99758
2426,422,438,,,36876,,14,3,39,99759
2427,17,28,,,36876,,14,3,41,99760
2428,75,88,,,36876,,14,3,41,99763
2429,39,49,,,41288,,14,3,39,99764
2430,72,98,,,41288,,14,3,41,99765
2431,157,164,,,41288,,14,3,40,99766
2432,443,453,,,41288,,14,3,39,99767
2433,68,94,,,41294,,14,3,41,99769
2434,119,126,,,41294,,14,3,40,99770
2435,197,232,,,41294,,14,3,41,99773
2436,261,281,,,41294,,14,3,41,99776
2437,40,55,,,41400,,14,3,41,99777
2438,109,116,,,41400,,14,3,40,99778
2439,205,233,,,41400,,14,3,41,99781
2440,254,259,,,41400,,14,3,40,99782
2441,330,376,,,41400,,14,3,41,99785
2442,10,18,,,41024,,14,3,40,99786
2443,58,68,,,41024,,14,3,41,99787
2444,85,110,,,41024,,14,3,41,99788
2445,145,169,,,41024,,14,3,41,99791
2446,190,197,,,41024,,14,3,40,99792
2447,214,218,,,41024,,14,3,40,99793
2448,250,256,,,41024,,14,3,40,99794
2449,9,23,,,44042,,14,3,41,99795
2450,39,61,,,44042,,14,3,41,99796
2451,73,98,,,44042,,14,3,41,99797
2452,103,109,,,44042,,14,3,39,99798
2453,125,135,,,44042,,14,3,40,99799
2454,137,144,,,44042,,14,3,40,99800
2455,146,159,,,44042,,14,3,40,99801
2456,163,170,,,44042,,14,3,40,99802
2457,300,328,,,44042,,14,3,41,99803
2458,52,65,,,41082,,14,3,39,99805
2459,115,128,,,41082,,14,3,39,99806
2460,163,188,,,41082,,14,3,41,99807
2461,413,419,,,41082,,14,3,39,99808
2462,13,38,,,40008,,14,3,41,99809
2463,43,52,,,40008,,14,3,39,99810
2464,36,45,,,39404,,14,3,40,99811
2465,83,90,,,39404,,14,3,40,99812
2466,125,131,,,39404,,14,3,40,99813
2467,144,153,,,39404,,14,3,40,99814
2468,201,222,,,39404,,14,3,41,99815
2469,394,409,,,39404,,14,3,41,99816
2470,456,474,,,39404,,14,3,41,99817
2471,528,533,,,39404,,14,3,40,99818
2472,537,544,,,39404,,14,3,40,99819
2473,559,563,,,39404,,14,3,40,99820
2474,43,52,,,34760,,14,3,39,99822
2475,75,97,,,34760,,14,3,41,99823
2476,145,163,,,34760,,14,3,41,99826
2477,192,201,,,34760,,14,3,39,99827
2478,268,284,,,34760,,14,3,41,99828
2479,297,326,,,34760,,14,3,41,99830
2480,380,384,,,34760,,14,3,41,99832
2481,482,497,,,34760,,14,3,39,99836
2482,575,596,,,34760,,14,3,39,99837
2483,468,480,,,34760,,14,3,39,99839
2484,461,463,,,34760,,14,3,39,99863
2485,457,459,,,34760,,14,3,39,99866
2486,13,40,,,40792,,14,3,41,99869
2487,52,77,,,40792,,14,3,41,99870
2488,131,141,,,40792,,14,3,41,99873
2489,180,217,,,40792,,14,3,41,99876
2490,291,323,,,40792,,14,3,41,99879
2491,339,364,,,40792,,14,3,41,99880
2492,21,46,,,40954,,14,3,41,99881
2493,51,59,,,40954,,14,3,39,99882
2494,63,74,,,40954,,14,3,39,99883
2495,234,242,,,40954,,14,3,39,99884
2496,293,321,,,40954,,14,3,41,99887
2498,441,445,,,40954,,14,3,40,99890
2499,146,176,,,47899,,14,3,41,99892
2500,197,204,,,47899,,14,3,41,99893
2501,226,259,,,47899,,14,3,41,99894
2502,36,44,,,40988,,14,3,40,99895
2503,322,335,,,40604,,14,3,39,99897
2504,377,397,,,40604,,14,3,41,99898
2505,399,409,,,40604,,14,3,39,99899
2506,587,604,,,40604,,14,3,39,99900
2507,885,894,,,40604,,14,3,40,99901
2508,1116,1123,,,40604,,14,3,40,99902
2509,1382,1406,,,40604,,14,3,39,99903
2510,2448,2466,,,40604,,14,3,39,99904
2511,2419,2422,,,40604,,14,3,41,99905
2512,2623,2637,,,40604,,14,3,39,99906
2513,2639,2648,,,40604,,14,3,39,99907
2514,2654,2666,,,40604,,14,3,39,99908
2515,2715,2773,,,40604,,14,3,41,99909
2516,2804,2807,,,40604,,14,3,41,99910
2517,2825,2844,,,40604,,14,3,41,99911
2518,2866,2890,,,40604,,14,3,41,99912
2519,35,41,,,13959,,14,3,39,99915
2521,351,358,,,13959,,14,3,39,99921
2522,398,402,,,13959,,14,3,40,99922
2523,427,443,,,13959,,14,3,39,99923
2524,546,561,,,13959,,14,3,39,99924
2525,615,622,,,13959,,14,3,41,99925
2526,748,772,,,13959,,14,3,39,99926
2527,1277,1335,,,13959,,14,3,41,99927
2528,1351,1370,,,13959,,14,3,41,99930
2529,78,85,,,47901,,14,1,41,99931
2530,239,247,,,47901,,14,1,40,99932
2531,285,304,,,47901,,14,1,41,99935
2532,140,147,,,47903,,14,1,41,99936
2533,363,368,,,47903,,14,1,40,99937
2534,411,425,,,47903,,14,1,40,99938
2535,516,527,,,47903,,14,1,40,99939
2536,695,711,,,13959,,14,3,39,99940
2537,17,42,,,40678,,14,3,41,99941
2538,70,74,,,40678,,14,3,40,99942
2539,78,86,,,40678,,14,3,40,99943
2540,148,170,,,40678,,14,3,41,99944
2541,354,368,,,40678,,14,3,40,99945
2542,35,48,,,40682,,14,5,39,99947
2543,52,64,,,40682,,14,5,39,99948
2544,13,21,,,40682,,14,5,41,99950
2545,281,286,,,46926,,14,3,40,99951
2546,336,344,,,46926,,14,3,41,99954
2547,348,358,,,46926,,14,3,39,99955
2548,599,625,,,46926,,14,3,41,99958
2549,997,1012,,,46926,,14,3,40,99960
2550,1060,1080,,,46926,,14,3,40,99961
2551,1120,1125,,,46926,,14,3,40,99962
2558,26,36,,,40742,,14,3,39,99971
2559,56,90,,,40742,,14,3,41,99974
2560,112,137,,,40742,,14,3,41,99979
2561,144,149,,,40742,,14,3,39,99980
2562,162,166,,,40742,,14,3,40,99981
2563,217,228,,,40742,,14,3,41,99984
2564,236,247,,,40742,,14,3,41,99986
2565,473,481,,,40742,,14,3,40,99987
2566,488,496,,,40742,,14,3,40,99988
2567,567,573,,,40742,,14,3,40,99989
2569,535,542,,,13379,,14,3,41,99991
2570,547,555,,,13379,,14,3,39,99992
2571,557,562,,,13379,,14,3,39,99993
2572,580,594,,,13379,,14,3,39,99994
2573,613,627,,,13379,,14,3,41,99995
2574,661,674,,,13379,,14,3,41,100000
2575,679,687,,,13379,,14,3,41,100001
2576,725,748,,,13379,,14,3,39,100002
2577,782,788,,,13379,,14,3,40,100003
2578,825,832,,,13379,,14,3,40,100004
2579,846,870,,,13379,,14,3,41,100007
2580,902,915,,,13379,,14,3,39,100009
2581,937,944,,,13379,,14,3,40,100010
2582,1481,1500,,,13379,,14,3,41,100011
2583,1641,1663,,,13379,,14,3,41,100012
2584,1978,1998,,,13379,,14,3,41,100016
2585,2027,2067,,,13379,,14,3,41,100017
2586,2140,2198,,,13379,,14,3,41,100018
2587,2098,2107,,,13379,,14,3,,
2588,2111,2119,,,13379,,14,3,,
2589,2219,2228,,,13379,,14,3,41,100021
2590,2317,2333,,,13379,,14,3,39,100023
2591,1722,1753,,,13379,,14,3,41,100024
2593,21,51,,,30752,,14,3,41,100026
2594,56,67,,,30752,,14,3,39,100027
2595,124,130,,,30752,,14,3,40,100028
2596,134,144,,,30752,,14,3,39,100030
2597,85,93,,,30752,,14,3,41,100031
2598,97,104,,,30752,,14,3,39,100035
2599,108,115,,,30752,,14,3,39,100037
2600,171,186,,,30752,,14,3,41,100038
2601,204,214,,,30752,,14,3,41,100039
2602,258,270,,,30752,,14,3,41,100041
2603,457,467,,,30752,,14,3,41,100044
2604,804,812,,,30752,,14,3,39,100046
2605,14,18,,,44322,,14,3,40,100048
2606,45,70,,,44322,,14,3,41,100049
2607,77,84,,,44322,,14,3,39,100050
2608,89,97,,,44322,,14,3,39,100051
2609,151,176,,,37262,,14,1,41,100052
2610,181,191,,,37262,,14,1,39,100053
2611,193,209,,,37262,,14,1,39,100054
2612,221,235,,,37262,,14,1,39,100055
2613,422,426,,,37262,,14,1,,
2614,434,444,,,37262,,14,1,40,100057
2616,530,538,,,37262,,14,1,40,100063
2617,567,574,,,37262,,14,1,40,100064
2618,630,637,,,37262,,14,1,40,100065
2619,719,727,,,37262,,14,1,40,100066
2620,791,796,,,37262,,14,1,,
2621,835,843,,,37262,,14,1,39,100068
2622,1044,1079,,,37262,,14,1,41,100069
2624,1161,1191,,,37262,,14,1,41,100073
2625,152,171,,,12941,,14,3,39,100074
2626,245,267,,,12941,,14,3,41,100075
2627,279,299,,,12941,,14,3,39,100076
2628,305,325,,,12941,,14,3,39,100077
2629,476,483,,,12941,,14,3,40,100078
2630,493,501,,,12941,,14,3,40,100079
2631,505,512,,,12941,,14,3,40,100080
2632,597,605,,,12941,,14,3,40,100081
2633,609,613,,,12941,,14,3,40,100082
2634,658,677,,,12941,,14,3,39,100083
2635,800,807,,,12941,,14,3,40,100084
2636,1431,1474,,,12941,,14,3,41,100085
2637,12,37,,,41214,,14,3,41,100086
2638,159,184,,,41214,,14,3,41,100087
2639,57,71,,,36224,,14,3,39,100088
2640,49,57,,,36224,,14,3,41,100091
2641,156,186,,,36224,,14,3,41,100092
2642,191,202,,,36224,,14,3,39,100093
2643,313,317,,,36224,,14,3,40,100094
2644,449,454,,,36224,,14,3,40,100095
2646,615,633,,,36224,,14,3,41,100097
2647,664,671,,,36224,,14,3,40,100098
2648,673,680,,,36224,,14,3,40,100099
2649,684,690,,,36224,,14,3,40,100100
2650,48,73,,,40564,,14,3,41,100101
2651,83,122,,,40564,,14,3,41,100102
2652,268,291,,,40564,,14,3,41,100105
2653,72,91,,,20898,,14,3,41,100106
2654,105,116,,,20898,,14,3,39,100107
2655,135,161,,,20898,,14,3,41,100108
2656,227,234,,,20898,,14,3,39,100109
2657,326,333,,,20898,,14,3,40,100110
2658,340,348,,,20898,,14,3,40,100111
2659,353,367,,,20898,,14,3,40,100112
2660,392,401,,,20898,,14,3,40,100113
2661,305,309,,,20898,,14,3,40,100114
2662,435,440,,,20898,,14,3,40,100115
2663,277,313,,,47066,,14,3,41,100118
2664,572,579,,,47066,,14,3,40,100119
2665,842,871,,,47066,,14,3,41,100120
2666,9,14,,,43046,,14,3,40,100125
2667,18,25,,,43046,,14,3,39,100126
2668,30,35,,,43046,,14,3,40,100127
2669,39,49,,,43046,,14,3,39,100128
2670,54,62,,,43046,,14,3,40,100129
2671,102,106,,,43046,,14,3,40,100130
2672,9,13,,,43444,,14,3,40,100131
2673,15,26,,,43444,,14,3,40,100132
2674,30,35,,,43444,,14,3,40,100133
2675,46,64,,,43444,,14,3,39,100134
2676,185,196,,,43444,,14,3,40,100135
2677,75,96,,,40248,,14,3,41,100136
2678,238,255,,,40248,,14,3,41,100137
2679,216,225,,,40248,,14,3,39,100138
2680,55,67,,,40248,,14,3,39,100139
2681,13,18,,,40248,,14,3,40,100140
2682,801,806,,,20898,,14,3,40,100141
2683,23,31,,,44754,,14,3,40,100142
2684,85,89,,,44754,,14,3,40,100143
2685,74,82,,,44754,,14,3,39,100144
2686,114,143,,,44754,,14,3,41,100145
2687,157,165,,,44754,,14,3,39,100146
2688,169,177,,,44754,,14,3,39,100147
2689,49,71,,,42868,,14,3,41,100148
2690,95,102,,,42868,,14,3,41,100149
2691,106,120,,,42868,,14,3,41,100150
2692,166,172,,,42868,,14,3,40,100151
2693,198,206,,,42868,,14,3,40,100152
2694,210,217,,,42868,,14,3,40,100153
2695,258,267,,,42868,,14,3,41,100154
2696,81,91,,,40132,,14,3,41,100155
2697,190,211,,,40132,,14,3,41,100156
2698,237,246,,,40132,,14,3,39,100157
2699,259,271,,,40132,,14,3,39,100158
2700,426,435,,,40132,,14,3,39,100159
2701,522,533,,,40132,,14,3,40,100160
2702,593,601,,,40132,,14,3,40,100161
2703,603,609,,,40132,,14,3,40,100162
2704,12,37,,,39810,,14,3,41,100163
2705,148,157,,,39810,,14,3,39,100164
2706,12,37,,,39824,,14,3,41,100165
2707,44,51,,,39824,,14,3,39,100166
2708,228,246,,,39824,,14,3,41,100167
2709,142,165,,,38792,,14,3,41,100170
2710,117,122,,,38792,,14,3,40,100171
2711,197,202,,,38792,,14,3,40,100172
2712,235,243,,,38792,,14,3,41,100173
2713,365,372,,,38792,,14,3,40,100174
2715,13,38,,,39880,,14,3,41,100176
2716,43,52,,,39880,,14,3,39,100180
2717,156,169,,,39880,,14,3,40,100181
2718,311,317,,,39880,,14,3,40,100182
2719,326,334,,,39880,,14,3,40,100183
2720,343,354,,,39880,,14,3,40,100184
2721,381,406,,,39880,,14,3,41,100185
2722,417,431,,,39880,,14,3,41,100186
2723,570,579,,,39880,,14,3,39,100189
2724,699,708,,,39880,,14,3,40,100190
2725,264,278,,,46930,,14,3,39,100191
2726,422,445,,,46930,,14,3,39,100201
2727,485,496,,,46930,,14,3,40,100202
2728,587,598,,,46930,,14,3,40,100203
2729,726,731,,,46930,,14,3,40,100204
2730,999,1048,,,46930,,14,3,39,100205
2731,1140,1148,,,46930,,14,3,41,100206
2732,1764,1789,,,46930,,14,3,39,100207
2733,1840,1872,,,46930,,14,3,41,100210
2734,1912,1921,,,46930,,14,3,39,100211
2735,1985,2006,,,46930,,14,3,39,100212
2736,2012,2029,,,46930,,14,3,39,100213
2737,3696,3725,,,46930,,14,3,41,100214
2738,4429,4487,,,46930,,14,3,41,100215
2739,4510,4561,,,46930,,14,3,41,100217
2740,4617,4646,,,46930,,14,3,41,100218
2741,4777,4793,,,46930,,14,3,41,100220
2742,4881,4918,,,46930,,14,3,41,100223
2743,5139,5163,,,46930,,14,3,41,100224
2744,5310,5329,,,46930,,14,3,41,100225
2745,5352,5368,,,46930,,14,3,41,100226
2746,13,38,,,38902,,14,3,41,100227
2747,45,59,,,38902,,14,3,39,100228
2748,72,84,,,38902,,14,3,39,100229
2749,98,106,,,38902,,14,3,40,100230
2750,211,214,,,38902,,14,3,40,100231
2751,23,48,,,39594,,14,3,41,100234
2752,125,136,,,39594,,14,3,40,100235
2753,145,153,,,39594,,14,3,40,100236
2754,162,169,,,39594,,14,3,40,100237
2755,203,212,,,39594,,14,3,39,100238
2756,258,287,,,46932,,14,3,41,100239
2757,317,352,,,46932,,14,3,41,100242
2758,477,496,,,46932,,14,3,39,100244
2759,502,531,,,46932,,14,3,39,100245
2760,542,550,,,46932,,14,3,41,100246
2761,703,710,,,46932,,14,3,40,100247
2762,712,723,,,46932,,14,3,40,100248
2763,725,732,,,46932,,14,3,40,100249
2764,734,745,,,46932,,14,3,40,100250
2765,749,763,,,46932,,14,3,40,100251
2766,850,855,,,46932,,14,3,40,100252
2767,1153,1167,,,46932,,14,3,39,100253
2768,1184,1201,,,46932,,14,3,39,100254
2769,1714,1743,,,46932,,14,3,39,100255
2770,2092,2109,,,46932,,14,3,39,100256
2771,2353,2374,,,46932,,14,3,39,100257
2772,3349,3368,,,46932,,14,3,41,100258
2773,3400,3423,,,46932,,14,3,41,100259
2774,3521,3550,,,46932,,14,3,41,100260
2775,4081,4093,,,46932,,14,3,39,100261
2776,4097,4109,,,46932,,14,3,39,100262
2777,5070,5128,,,46932,,14,3,41,100263
2778,5313,5363,,,46932,,14,3,41,100267
2779,5386,5415,,,46932,,14,3,41,100268
2780,5434,5472,,,46932,,14,3,41,100269
2781,5677,5705,,,46932,,14,3,41,100270
2782,5947,5963,,,46932,,14,3,41,100271
2783,6094,6108,,,46932,,14,3,41,100273
